"","NSC","NAME","FDA_STATUS","MOA","PUBCHEM_ID","SMILES","TOTAL_EXPS","TOTAL_EXPS_AFTER_QC"
"662259",662259,"",NA,NA,NA,"[NH3+][Pt+4]([O-])([ClH-])([ClH-])([ClH-])[n+]1cccc2C=C=C=Cc12",1,1
"662302",662302,"4-Nitro-9H-thioxanthen-9-one 10,10-dioxide","","",378894,"[O-][N+](=O)c1cccc2C(=O)c3ccccc3S(=O)(=O)c12",2,2
"662303",662303,"(-)-ent-Bullatacin","","",6712244,"CCCCCCCCCC[C@@H](O)[C@@H]1CC[C@H](O1)[C@@H]2CC[C@H](O2)[C@@H](O)CCCCCCCCCCC(O)CC3=CC(C)OC3=O",1,1
"662304",662304,"Fluoroanilino-azatoxin","","",378896,"COc1cc(cc(OC)c1O)C2N3[C@H](COC3=O)[C@H](Nc4ccc(F)cc4)c5c2[nH]c6ccccc56",1,1
"662305",662305,"Cyanoanilino-azatoxin","","",378897,"COc1cc(cc(OC)c1O)C2N3[C@H](COC3=O)[C@H](Nc4ccc(cc4)C#N)c5c2[nH]c6ccccc56",2,2
"662306",662306,"Methyl-azatoxin","","",378898,"COc1cc(cc(OC)c1OC)C2N3[C@H](COC3=O)Cc4c2[nH]c5ccccc45",3,2
"662372",662372,"2-chloro-3-(N-p-hexyloxyanilino)-naphthazarine","","",378901,"CCCCCCOc1ccc(NC2=C(Cl)C(=O)c3c(O)ccc(O)c3C2=O)cc1",2,2
"662375",662375,"2-Chloro-3-(2-hydroxy-1,1-dimethyl-ethylamino)naphthazarin","","",378904,"CC(C)(CO)NC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O",2,2
"662376",662376,"2-Chloro-3-(N-(L)-tyrosinamido)naphthazarin","","",6712245,"NC(=O)[C@H](Cc1ccc(O)cc1)NC2=C(Cl)C(=O)c3c(O)ccc(O)c3C2=O",2,2
"662378",662378,"2-Chloro-3-(N-L-phenylalanino)naphthazarin benzyl ester","","",6712246,"Oc1ccc(O)c2C(=O)C(=C(Cl)C(=O)c12)N[C@@H](Cc3ccccc3)C(=O)OCc4ccccc4",1,1
"662380",662380,"2-Chloro-3-(N-L-alanino)naphthazarin p-nitrophenylamide","","",6712248,"C[C@H](NC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-]",1,1
"662381",662381,"7-Chloro-6-{4-[2-(2-hydroxyethoxy)ethyl]piperazin-1-yl}quinoline-5,8-dione","","",378910,"OCCOCCN1CCN(CC1)C2=C(Cl)C(=O)c3ncccc3C2=O",3,1
"662382",662382,"6-Chloro-7-{4-[2-(2-hydroxyethoxy)ethyl]piperazin-1-yl}quinoline-5,8-dione","","",378911,"OCCOCCN1CCN(CC1)C2=C(Cl)C(=O)c3cccnc3C2=O",1,1
"662383",662383,"2-Bromo-5,8-dihydroxy-3-methyl-1,4-naphthoquinone","","",378912,"CC1=C(Br)C(=O)c2c(O)ccc(O)c2C1=O",3,3
"662424",662424,"2-(4-N-N-Dimethylaminostyryl)-3-methyl Iodide",NA,NA,NA,"CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2C)cc1",2,2
"662425",662425,"3,4-dihydro-3,3-dimethyl-2H-naphtho[2,3-b]pyran-5,10-dione","","",178515,"CC1(C)COC2=C(C1)C(=O)c3ccccc3C2=O",2,1
"662440",662440,"LS-128970","","",378932,"COC(=O)C1=Nc2c(C)nn(c3ccccc3)c2N=C(C1)c4ccccc4",1,1
"662457",662457,"N-Benzoyl-N-(4-chlorophenyl)-3-oxo-3-(2-(1-(2-oxo-2H-chromen-3-yl)ethyl)hydrazino)propanamide","","",378949,"CC(NNC(=O)CC(=O)N(C(=O)c1ccccc1)c2ccc(Cl)cc2)C3=Cc4ccccc4OC3=O",1,1
"662553",662553,"Pyrazolo[3,4-d][1]benzazepin-5-one, 1,4,5,6-tetrahydro-3...","","",378957,"Cc1nn(c2ccccc2)c3c1CC(=O)Nc4ccccc34",3,2
"662561",662561,"Ethyl 3,5-dibromo-4-(4-methoxyphenyl)-1-methyl-1H-pyrrole-2-carboxylate","","",378969,"CCOC(=O)c1c(Br)c(c(Br)n1C)c2ccc(OC)cc2",2,1
"662564",662564,"1H-Pyrrole-2-carboxylic acid, 4-(4-bromophenyl)-3,5-dibr...","","",378972,"CCOC(=O)c1[nH]c(Br)c(c1Br)c2ccc(Br)cc2",2,2
"662565",662565,"Ethyl 3,5-dibromo-4-(3,4-dimethoxyphenyl)-1H-pyrrole-2-carboxylate","","",378973,"CCOC(=O)c1[nH]c(Br)c(c1Br)c2ccc(OC)c(OC)c2",3,3
"662566",662566,"LPOQYIAWZPQUSJ-UHFFFAOYSA-N","","",378974,"CCOC(=O)c1ccc([nH]1)c2ccc(Cl)cc2",1,1
"662569",662569,"Ethyl 4-(4-methoxyphenyl)-1-methyl-5-nitro-1H-pyrrole-2-carboxylate","","",378977,"CCOC(=O)c1cc(c2ccc(OC)cc2)c([N+](=O)[O-])n1C",1,1
"662571",662571,"Ethyl 4-(4-chlorophenyl)-1-methyl-5-nitro-1H-pyrrole-2-carboxylate","","",378979,"CCOC(=O)c1cc(c2ccc(Cl)cc2)c([N+](=O)[O-])n1C",1,1
"662572",662572,"Ethyl 4-(4-methoxyphenyl)-5-nitro-1H-pyrrole-2-carboxylate","","",378980,"CCOC(=O)c1cc(c2ccc(OC)cc2)c([nH]1)[N+](=O)[O-]",2,1
"662573",662573,"Ethyl 5-nitro-4-(4-nitrophenyl)-1H-pyrrole-2-carboxylate","","",378981,"CCOC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c([nH]1)[N+](=O)[O-]",1,1
"662574",662574,"GHCXKSUSPXYUSB-UHFFFAOYSA-N","","",378982,"CCOC(=O)c1c(c(C)cn1C)c2ccccc2",1,1
"662579",662579,"3-Ethyl-1-hydroxynaphtho[2',3':4,5]furo[2,3-c]pyridine-4-carboxylic acid","","",378987,"CCC1=C(C(=O)O)c2c(oc3cc4ccccc4cc23)C(=O)N1",1,1
"662774",662774,"1-[(2-Cyanoethyl)(methyl)amino]-2-diazonio-3-oxobut-1-en-1-olate","","",379006,"CN(CCC#N)C(=O)C(=[N+]=[N-])C(=O)C",1,1
"662775",662775,"4-[2-(Benzenesulfonyl)-2-diazo-acetyl]oxybut-2-ynyl 2-(benzenesulfonyl)-2-diazo-acetate","","",379008,"[N-]=[N+]=C(C(=O)OCC#CCOC(=O)C(=[N+]=[N-])S(=O)(=O)c1ccccc1)S(=O)(=O)c2ccccc2",1,1
"662778",662778,"5-(Benzoyloxy)-7-methyl-3-octynyl benzoate","","",379014,"CC(C)CC(OC(=O)c1ccccc1)C#CCCOC(=O)c2ccccc2",1,1
"662781",662781,"Benzene, 1,1'-[(1,3-butadiene-1,4-diyl)sulfonyl]bis","","",5468033,"O=S(=O)(\C=C\C=C\S(=O)(=O)c1ccccc1)c2ccccc2",3,3
"662784",662784,"[(1E,3E)-4-(Benzenesulfonyl)buta-1,3-dienyl]sulfinylbenzene","","",5468034,"O=S(\C=C\C=C\S(=O)(=O)c1ccccc1)c2ccccc2",2,2
"662788",662788,"2-(2-(Phenylsulfonyl)-2,3-butadienyl)cyclohexanone","","",379026,"C=C=C(CC1CCCCC1=O)S(=O)(=O)c2ccccc2",2,2
"662794",662794,"2,3-Dimethoxy-6-((3,4,5-trimethoxyphenoxy)methyl)quinoxaline","","",379032,"COc1cc(OCc2ccc3nc(OC)c(OC)nc3c2)cc(OC)c1OC",2,1
"662797",662797,"1H-Pyrido[2,3-e][1,2,4][triazepin-1-one, 4-amino-2,3-dih...","","",379035,"NC1=Nc2ncccc2C(=O)NN1",1,1
"662809",662809,"3,6-dibromo-2,7-dichloro-3-(chloromethyl)-7-methyl-1-octene","","",379036,"CC(C)(Cl)C(Br)CCC(Br)(CCl)C(=C)Cl",4,2
"662816",662816,"6,7-dibromo-3,7-dimethyl-2-octenyl acetate","","",5468040,"CC(=O)OC\C=C(/C)\CCC(Br)C(C)(C)Br",1,1
"662825",662825,"HALOMON (RACEMIC)",NA,NA,NA,"CC(C)(Cl)C(Br)CCC(Cl)(CBr)C(=C)Cl",5,4
"663008",663008,"[6-[[(8R,10S)-3-Acetyloxy-17-[(2S)-4,5-dihydroxy-6-methoxy-6-methylheptan-2-yl]-4,4,8,10,13-pentamethyl-2,3,5,6,7,9,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthren-7-yl]oxy]-3,4,5-trihydroxyoxan-2-y","","",6712254,"COC(C)(C)C(O)C(O)CC(C)C1CC=C2C1(C)CCC3[C@@]4(C)CCC(OC(=O)C)C(C)(C)C4CC(OC5OC(COC(=O)C)C(O)C(O)C5O)[C@@]23C",1,1
"663245",663245,"",NA,NA,NA,"COC(=O)\C=C(/S\C=C(/N1CCn2c1c(C(=O)OC)c(C(=O)OC)c2C(=O)c3ccccc3)\c4ccccc4)\C(=O)OC",1,1
"663249",663249,"Triapine","Clinical trial","Dr|CC",NA,"NC(=S)N\N=C\c1ncccc1N",2,2
"663281",663281,"6-N-(4-Morpholino)-7-chloro-5,8-quinolinedione","","",379074,"ClC1=C(N2CCOCC2)C(=O)c3cccnc3C1=O",2,2
"663284",663284,"7-N-(Aminoethyl-4-morpholino)-6-chloro-5,8-quinolinedione","","",379077,"ClC1=C(NCCN2CCOCC2)C(=O)c3ncccc3C1=O",2,1
"663285",663285,"6-N-(Aminoethyl-2-(4-morpholino))-6-chloro-5,8-quinoline...","","",379078,"ClC1=C(NCCN2CCOCC2)C(=O)c3cccnc3C1=O",1,1
"663286",663286,"7-Chloro-6-N-(2-fluoroethylamino)-5,8-quinolinedione","","",379079,"FCCNC1=C(Cl)C(=O)c2ncccc2C1=O",1,1
"663287",663287,"7-Chloro-6-N-(4-(2'-pyridyl)piperazino)-5,8-quinolinedione","","",379080,"ClC1=C(N2CCN(CC2)c3ccccn3)C(=O)c4cccnc4C1=O",2,2
"663289",663289,"2-chloro-3-(3-(N-morpholino)propylamino)-naphthazarine","","",379081,"Oc1ccc(O)c2C(=O)C(=C(Cl)C(=O)c12)NCCCN3CCOCC3",1,1
"663290",663290,"2-chloro-3-N-(2'-(R)-hydroxymethylpyrrolidino)-naphthaza...","","",379082,"OC[C@H]1CCCN1C2=C(Cl)C(=O)c3c(O)ccc(O)c3C2=O",2,1
"663291",663291,"2-chloro-3-N-(2'-(S)-hydroxymethylpyrrolidino)-naphthaza...","","",379083,"OC[C@@H]1CCCN1C2=C(Cl)C(=O)c3c(O)ccc(O)c3C2=O",2,2
"663292",663292,"6-Chloro-7-N-(2-fluoroethylamino)-5,8-quinolinedione","","",379084,"FCCNC1=C(Cl)C(=O)c2cccnc2C1=O",1,1
"663309",663309,"Ethyl (E)-6-Acetyloxy-5,5-methyl-2-hexenoate","","",5468052,"CCOC(=O)\C=C\CC(C)(C)COC(=O)C",1,1
"663315",663315,"Bis(2-chloroethyl)-N-methyl-N-(5-methoxy-2-nitrobenzyl) ...","","",379103,"COc1ccc(c(C[N+](C)(CCCl)CCCl)c1)[N+](=O)[O-]",1,1
"663321",663321,"3-Demethyl-3-ethoxycarbonylthiocolchicine","","",379107,"CCOC(=O)Oc1cc2CCC(NC(=O)C)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC",3,3
"663322",663322,"3-Demethyl-3-butyrylthiocolchicine","","",379108,"CCCC(=O)Oc1cc2CCC(NC(=O)C)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC",3,3
"663323",663323,"3-Ethoxycarbonyl-N-trifluoroacetylthiocolchicine","","",379109,"CCOC(=O)Oc1cc2CCC(NC(=O)C(F)(F)F)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC",3,2
"663328",663328,"5,14-Dimethylnaphtho[2',3':4,5]imidazo[1,2-b]isoquinoline","","",379114,"Cc1c2ccccc2c(C)n3c4cc5ccccc5cc4nc13",1,1
"663331",663331,"11-Methylbenzimidazo[1,2-b]isoquinoline","","",379117,"Cc1c2ccccc2cc3nc4ccccc4n13",1,1
"663334",663334,"7-Methoxy-5,11-dimethyl-10H-pyrido[3,4-b]carbazole","","",379120,"COc1ccc2[nH]c3c(C)c4cnccc4c(C)c3c2c1",1,1
"663336",663336,"","","",379122,"Cc1c2cnccc2c(C)c3c4cc(O)ccc4[nH]c13",1,1
"663337",663337,"5,11-Dimethyl-10H-pyrido[2,3-b]carbazol-7-ol","","",379123,"Cc1c2cccnc2c(C)c3[nH]c4ccc(O)cc4c13",4,2
"663408",663408,"9-Chloro-6-hydroxy-3,3-dimethyl-12H-pyrano[2,3-c]acridin-7-one","","",5468057,"CC1(C)Oc2cc(O)c3C(=O)c4cc(Cl)ccc4Nc3c2C=C1",1,1
"663422",663422,"7-Nitro-1-benzoxepine-3,5-dione","","",379143,"[O-][N+](=O)c1ccc2OCC(=O)CC(=O)c2c1",1,1
"663567",663567,"15-tert-butyl-20-deoxyvinblastine",NA,NA,NA,"CCC1CN2CCc3c([nH]c4ccccc34)[C@@](C[C@@H](C2)[C@@H]1C(C)(C)C)(C(=O)OC)c5cc6c(cc5OC)N(C)C7C(O)(C(C(=O)OC)C8(CC)C=CCN9CCC67C89)C(=O)OC",2,2
"663570",663570,"1-Ethyl 2,3-dimethyl 4-(2,6-dimethylphenyl)-7-oxabicyclo[2.2.1]hept-2-ene-1,2,3-tricarboxylate","","",379156,"CCOC(=O)C12CCC(O1)(C(=C2C(=O)OC)C(=O)OC)c3c(C)cccc3C",2,2
"663586",663586,"1-(1-Benzoylpyrrolidin-2-yl)-2-diazonioethenolate","","",379174,"[N-]=[N+]=CC(=O)C1CCCN1C(=O)c2ccccc2",1,1
"663589",663589,"1-[(Cyanomethyl)amino]-2-diazonio-3-oxobut-1-en-1-olate","","",379180,"CC(=O)C(=[N+]=[N-])C(=O)NCC#N",1,1
"663592",663592,"Methyl 3-(5,5-dimethyl-4,5-dihydro-1,3-oxazol-2-yl)propanoate","","",379184,"COC(=O)CCC1=NCC(C)(C)O1",1,1
"663593",663593,"Methyl 2-[4-(2-methoxycarbonylphenyl)buta-1,3-diynyl]benzoate","","",379185,"COC(=O)c1ccccc1C#CC#Cc2ccccc2C(=O)OC",1,1
"663597",663597,"3-Allyl-1-benzyl-3-methyl-2-piperidinone","","",379189,"CC1(CC=C)CCCN(Cc2ccccc2)C1=O",1,1
"663623",663623,"LS-155333","","",35300,"Clc1nc(Cl)nc(Nc2cccc3ccccc23)n1",2,1
"663624",663624,"",NA,NA,NA,"COc1ccc(NC2=NCCO2)c3ccccc13",1,1
"663627",663627,"LS-152630","","",379213,"N#CSCC1COc2ccccc2O1",1,1
"663663",663663,"1-[8-(3-Formylindol-1-yl)octyl]indole-3-carbaldehyde","","",379249,"O=Cc1cn(CCCCCCCCn2cc(C=O)c3ccccc23)c4ccccc14",1,1
"663664",663664,"3-[(E)-2-Nitrovinyl]-1-[8-[3-[(E)-2-nitrovinyl]indol-1-yl]octyl]indole","","",5468067,"[O-][N+](=O)\C=C\c1cn(CCCCCCCCn2cc(\C=C\[N+](=O)[O-])c3ccccc23)c4ccccc14",1,1
"663666",663666,"5H-Benzo[a]naphtho[2,3-c]carbazole-6,9,10,15-tetrone","","",379252,"O=C1C=CC(=O)c2c1c3C(=O)c4ccccc4C(=O)c3c5c6ccccc6[nH]c25",1,1
"663668",663668,"",NA,NA,NA,"CC(C)(C)C1CCC2C(C1)C3C(C(=O)N(C3=O)c4ccc(Cl)cc4)c5[nH]c6ccccc6c25",1,1
"663774",663774,"5-Amino-2-oxo-1-phenyl-2,3-dihydro-1H-imidazole-4-carbonitrile","","",379268,"NC1=C(NC(=O)N1c2ccccc2)C#N",1,1
"663777",663777,"5-Amino-1-(4-chlorophenyl)-2-oxo-2,3-dihydro-1H-imidazole-4-carbonitrile","","",379271,"NC1=C(NC(=O)N1c2ccc(Cl)cc2)C#N",1,1
"663778",663778,"5-Amino-1-(1-naphthyl)-2-oxo-2,3-dihydro-1H-imidazole-4-carbonitrile","","",379272,"NC1=C(NC(=O)N1c2cccc3ccccc23)C#N",1,1
"663782",663782,"(3Z)-3-[(3,4-Dimethoxyphenyl)methylene]-1,5-diphenyl-pyrrolidine-2,4-dione","","",5468074,"COc1ccc(\C=C/2\C(=O)C(N(C2=O)c3ccccc3)c4ccccc4)cc1OC",1,1
"663790",663790,"[5-(5-Fluoro-2,4-dioxopyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl] butanoate","","",379284,"CCCC(=O)OC1CC(OC1CO)N2C=C(F)C(=O)NC2=O",2,2
"663791",663791,"[5-(5-Fluoro-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl butanoate","","",379285,"CCCC(=O)OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O",2,2
"663792",663792,"[3-Butanoyloxy-5-(5-fluoro-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methyl butanoate","","",379286,"CCCC(=O)OCC1OC(CC1OC(=O)CCC)N2C=C(F)C(=O)NC2=O",2,2
"663918",663918,"",NA,NA,NA,"CC1(C)N=C(\C(=[N+](\[O-])/C(=O)c2ccc(F)cc2)\Cl)C(C)(C)N1O",1,1
"663921",663921,"TMIO","","",379378,"CC1=NC(C)(C)[N+](=C1)[O-]",1,1
"663925",663925,"2,2,7a-Trimethyl-2,4,5,6,7,7a-hexahydro-1H-benzimidazol-1-ol 3-oxide","","",379383,"CC1(C)N(O)C2(C)CCCCC2=[N+]1[O-]",1,1
"663926",663926,"[1,1'-Binaphthalene]-4,4'-diol, 3,3'-di(1-piperidinyl)-","","",379384,"Oc1c(cc(c2cc(N3CCCCC3)c(O)c4ccccc24)c5ccccc15)N6CCCCC6",1,1
"663939",663939,"",NA,NA,NA,"CC1(C)N=C(\C(=[N+](\[O-])/C(=O)c2ccc(Cl)cc2)\Cl)C(C)(C)N1O",1,1
"663950",663950,"C6H6N4O5","","",379408,"[O-][N+](=O)C1(CCCc2nonc12)[N+](=O)[O-]",1,1
"663954",663954,"STK527948","","",379412,"Cc1onc(C)c1N=Nc2ccc3nonc3c2N",1,1
"663961",663961,"STK834836","","",379419,"COC1(OC)C(O)CCc2c1no[n+]2[O-]",1,1
"663963",663963,"4',4'-Dinitro-1'-oxidospiro[1,3-dioxolane-2,6'-5,7-dihydro-2,1,3-benzoxadiazol-1-ium]","","",379421,"[O-][N+](=O)C1(CC2(Cc3c1no[n+]3[O-])OCCO2)[N+](=O)[O-]",1,1
"663965",663965,"STL321271","","",379423,"[O-][n+]1onc2CCc3nonc3c12",1,1
"663966",663966,"7H-[1,2,3]Triazolo[4,5-e]-2,1-3-benzoxadiazole, 7-phenyl...","","",379424,"[O-][n+]1onc2c1ccc3nn(nc23)c4ccccc4",3,3
"663968",663968,"",NA,NA,NA,"CC(=O)O\N=C\1/C=Cc2c(no[n+]2[O-])C1=O",1,1
"663970",663970,"",NA,NA,NA,"COc1ccc(CNC(=N)N)c2ccccc12",1,1
"663979",663979,"LS-87642","","",379433,"CCCCCCCCCCCC(=O)NCc1ccc(OC(=O)CCCCCCCCCCC)c(OC)c1",2,2
"663984",663984,"MCK101562","","",58850,"Oc1ccc2ccccc2c1C=C(C#N)C#N",2,1
"663991",663991,"11-((4-Hydroxy-3-methoxybenzyl)amino)-11-oxoundecyl thiocyanate","","",379443,"COc1cc(CNC(=O)CCCCCCCCCCSC#N)ccc1O",1,1
"663992",663992,"2-(2,2,2-Trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl)-3,4-dihydro-1(2H)-naphthalenone","","",379444,"OC(C1CCc2ccccc2C1=O)(C(F)(F)F)C(F)(F)F",1,1
"663997",663997,"2-[(2E)-2-(Dimethylhydrazono)-4,6,6-trimethyl-cyclohex-3-en-1-yl]-1,1,1,3,3,3-hexafluoro-propan-2-ol","","",9571443,"CN(C)\N=C\1/C=C(C)CC(C)(C)C1C(O)(C(F)(F)F)C(F)(F)F",1,1
"663998",663998,"2-(5-Oxo-3-thioxo-1,2,4-triazolidine-1-carbothioyl)-5-thioxo-1,2,4-triazolidin-3-one","","",3004933,"O=C1NC(=S)NN1C(=S)N2NC(=S)NC2=O",1,1
"663999",663999,"1,1,1,3,3,3-Hexafluoro-2-[[2-methyl-6-[3,3,3-trifluoro-2-hydroxy-2-(trifluoromethyl)propyl]pyridin-4-yl]methyl]propan-2-ol","","",379450,"Cc1cc(CC(O)(C(F)(F)F)C(F)(F)F)cc(CC(O)(C(F)(F)F)C(F)(F)F)n1",1,1
"664000",664000,"Methyl (4-(5,6,7,8-tetrahydro-1-naphthalenyl)-1-piperazinyl)acetate","","",379451,"COC(=O)CN1CCN(CC1)c2cccc3CCCCc23",1,1
"664004",664004,"LS-19726","","",58910,"COc1ccc(OC)c(NC2=NCCO2)c1",1,1
"664017",664017,"1'-Acetyl-2-methylspiro[3H-pyrrole-5,4'-3H-quinoline]-2',4-dione","","",379464,"CC(=O)N1C(=O)CC2(N=C(C)CC2=O)c3ccccc13",1,1
"664020",664020,"(2E)-4-(4-Chlorophenyl)-2-[4-(4-chlorophenyl)-5-[(4-nitrophenyl)methylsulfanyl]-1,3-dithiol-2-ylidene]-5-[(4-nitrophenyl)methylsulfanyl]-1,3-dithiole","","",3004934,"[O-][N+](=O)c1ccc(CSC2=C(S\C(=C\3/SC(=C(S3)c4ccc(Cl)cc4)SCc5ccc(cc5)[N+](=O)[O-])\S2)c6ccc(Cl)cc6)cc1",1,1
"664025",664025,"6,12-Dibenzyl-5,13-dioxo-3,9,15-trioxa-6,12-diazaheptadecane-1,17-dioic acid","","",379471,"OC(=O)COCC(=O)N(CCOCCN(Cc1ccccc1)C(=O)COCC(=O)O)Cc2ccccc2",1,1
"664150",664150,"Bis(2-chloroethyl)-N-methyl-N[(8-nitro-1-naphthyl)-methy...","","",379487,"C[N+](CCCl)(CCCl)Cc1cccc2cccc(c12)[N+](=O)[O-]",1,1
"664161",664161,"(1S,4As,6bR,10S,12aR)-10-hydroxy-6a-[[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxymethyl]-1,2,6b,9,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid","","",5459259,"COc1cc(\C=C\C(=O)OCC23CC[C@]4(CCC(C)[C@H](C)C4C2=CCC5[C@@]6(C)CC[C@H](O)C(C)(C)C6CC[C@@]35C)C(=O)O)ccc1O",1,1
"664162",664162,"",NA,NA,NA,"COc1ccc(\C=N\NC(=N)NO)c(O)c1",1,1
"664164",664164,"",NA,NA,NA,"ONC(=N)N\N=C\c1cc(I)cc(I)c1O",1,1
"664165",664165,"",NA,NA,NA,"ONC(=N)N\N=C\c1cnc2cc(ccc2c1O)C(F)(F)F",1,1
"664167",664167,"6-Methoxy-2-(3-methoxyphenyl)quinolin-4(1h)-one","","",379510,"COc1cccc(c1)C2=CC(=O)c3cc(OC)ccc3N2",3,2
"664168",664168,"2-(3-Dimethylamino-phenyl)-6-methoxy-1H-quinolin-4-one","","",379511,"COc1ccc2NC(=CC(=O)c2c1)c3cccc(c3)N(C)C",3,2
"664169",664169,"2-(3-Methoxy-phenyl)-6-morpholin-4-yl-1H-quinolin-4-one","","",379512,"COc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N4CCOCC4",3,3
"664170",664170,"2-(3-Methoxyphenyl)-6-(4-methylpiperazin-1-yl)quinolin-4-ol","","",379513,"COc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N4CCN(C)CC4",3,3
"664171",664171,"4(1H)-Quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-","","",379514,"COc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N4CCCC4",2,2
"664172",664172,"",NA,NA,NA,"COc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N(C)C",3,3
"664173",664173,"4-(1H)Quinolinone, 2-(3-methoxyphenyl)-6-(dimethylamino)-",NA,NA,NA,"COc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N(C)C",3,3
"664177",664177,"LS-95858","","",379519,"C1CCc2cc(NC3=NCCO3)ccc2C1",4,2
"664180",664180,"",NA,NA,NA,"CCNc1cc2CCCN3CCCc(c1)c23",1,1
"664181",664181,"LS-58067","","",379524,"OC(C1CCC(C1=O)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F",2,2
"664185",664185,"N-Cyclohexylidene-3-methyl-2,3-dihydro-1,3-oxazol-2-amine","","",379525,"CN1C=COC1N=C2CCCCC2",1,1
"664188",664188,"Bis(2-(((cyclohexylamino)carbonyl)amino)ethyl) carbonate","","",379526,"O=C(NCCOC(=O)OCCNC(=O)NC1CCCCC1)NC2CCCCC2",1,1
"664190",664190,"LS-95822","","",53736,"Cc1cc(NC2=NCCO2)c3CCCCc3c1C",1,1
"664193",664193,"4,4,4-Trifluoro-3-hydroxy-1-(4-methyl-3-nitrophenyl)-3-(trifluoromethyl)butan-1-one","","",379529,"Cc1ccc(cc1[N+](=O)[O-])C(=O)CC(O)(C(F)(F)F)C(F)(F)F",2,2
"664206",664206,"1-Methyl-3-(methylsulfinyl)-2-(methylthio)-1H-indole","","",379533,"CSc1c(c2ccccc2n1C)S(=O)C",1,1
"664212",664212,"Mitorubrinic acid",NA,NA,NA,"Cc1cc(O)cc(O)c1C(=O)O[C@]2(C)C(=O)C=C3C=C(OC=C3C2=O)\C=C\C(=O)O",1,1
"664213",664213,"Chlorotetrangulol","","",379538,"Oc1cccc2C(=O)c3c(ccc4cc(CCl)cc(O)c34)C(=O)c12",1,1
"664214",664214,"Hydroxymethoxytetrangulol","","",379539,"COc1cccc2C(=O)c3c(ccc4cc(CO)cc(O)c34)C(=O)c12",2,2
"664215",664215,"Chloro-methoxy-tetrangulol","","",379540,"COc1cccc2C(=O)c3c(ccc4cc(CCl)cc(O)c34)C(=O)c12",2,2
"664217",664217,"4,4-Dimethoxy-1-(2-vinylphenyl)-2,5-cyclohexadien-1-ol","","",379541,"COC1(OC)C=CC(O)(C=C1)c2ccccc2C=C",1,1
"664221",664221,"2-{4-[2-(Diethylamino)ethoxy]phenyl}-5,6-dimethoxy-2,3-dihydro-1H-isoindol-1-one","","",379545,"CCN(CC)CCOc1ccc(cc1)N2Cc3cc(OC)c(OC)cc3C2=O",1,1
"664228",664228,"2-(4-Hydroxyphenyl)-5,6-dimethoxy-1H-isoindole-1,3(2H)-dione","","",379552,"COc1cc2C(=O)N(C(=O)c2cc1OC)c3ccc(O)cc3",1,1
"664231",664231,"N, O-Diethoxyacetyl-3-demethyldeactylthiocolchicin","","",379556,"CCOCC(=O)N[C@H]1CCc2cc(OC(=O)COCC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13",3,2
"664238",664238,"6-(3-Diethylaminopropylaminopropylamino)-8-methoxy-11-H-...",NA,NA,NA,"CCN(CC)CCCNc1nc2ccccc2c3[nH]c4ccc(OC)cc4c13",1,1
"664262",664262,"1,1,1,10,10,10-Hexafluoro-2,9-dihydroxy-2,9-bis(trifluoromethyl)-4,7-decanedione","","",379574,"OC(CC(=O)CCC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F",1,1
"664263",664263,"LS-12875","","",59622,"COc1cc(ccc1OCc2ccccc2)C(C[N+](=O)[O-])SC(=O)C",2,2
"664264",664264,"S-(1-(1,3-Benzodioxol-5-yl)-2-(hydroxy(oxido)amino)ethyl) ethanethioate","","",379575,"CC(=O)SC(C[N+](=O)[O-])c1ccc2OCOc2c1",3,2
"664266",664266,"5-[1-(Benzylsulfanyl)-2-nitroethyl]-1,3-benzodioxole","","",379577,"[O-][N+](=O)CC(SCc1ccccc1)c2ccc3OCOc3c2",2,2
