NSC,MECHANISM
716721,Other
691246,Other
691247,Other
691248,Other
691249,Other
691250,Other
691251,Other
691252,Other
716763,Other
691258,Other
716766,Other
691275,Other
691276,Other
691277,Other
691404,Other
691413,Other
691414,Other
691415,Other
691417,Other
691419,Other
691421,Other
691422,Other
691424,Other
691433,Other
691519,Other
691520,Other
691523,Other
691524,Other
691527,Other
716823,Other
691531,Other
691533,Other
691534,Other
691535,Other
691536,Other
691562,Other
716857,Other
691567,Other
691568,Other
691576,Other
716880,Other
691578,Other
691579,Other
691580,Other
691583,Other
691587,Other
691589,Other
691599,Other
691603,Other
691604,Other
691608,Other
691652,Other
691655,Other
691656,Other
691664,Other
691665,Other
691698,Other
691700,Other
691767,Other
691778,Other
691780,Other
691782,Other
691802,Other
691807,Other
691814,Other
691816,Other
691817,Other
691818,Other
691819,Other
716984,Other
691821,Other
691822,Other
691824,Other
691826,Other
691828,Other
691830,Other
691831,Other
691833,Other
691835,Other
717069,Other
691842,Other
691843,Other
691844,Other
691845,Other
717090,Other
691847,Other
691848,Other
691849,Other
691850,Other
691851,Other
717147,Other
69187,Other
717154,Other
691881,Other
691884,Other
691894,Other
691895,Other
717189,Other
691900,Other
691911,Other
691980,Other
717202,Other
691995,Other
691998,Other
692007,Other
692008,Other
692011,Other
692020,Other
692021,Other
692022,Other
692034,Other
692038,Other
692043,Other
692194,Other
692227,Other
692228,Other
692229,Other
717477,Other
717478,Other
692308,Other
692309,Other
717486,Other
692317,Other
692328,Other
692332,Other
692338,Other
692339,Other
692340,Other
692343,Other
692344,Other
692346,Other
692347,Other
692348,Other
692349,Other
692350,Other
692351,Other
692352,Other
692355,Other
692356,Other
692358,Other
692359,Other
692362,Other
717572,Other
692365,Other
692367,Other
692368,Other
692372,Other
692377,Other
692379,Other
692381,Other
692391,Other
692392,Other
692395,Other
692396,Other
692397,Other
692399,Other
692400,Other
692405,Other
692406,Other
692407,Other
692411,Other
692423,Other
692429,Other
692574,Other
692575,Other
692576,Other
692577,Other
692578,Other
692579,Other
692580,Other
692581,Other
692582,Other
717832,Other
692585,Other
692587,Other
692588,Other
692596,Other
717837,Other
6926,Other
692603,Other
692613,Other
692616,Other
692617,Other
692632,Other
692637,Other
692638,Other
692640,Other
692641,Other
692646,Other
692647,Other
692651,Other
692655,Other
692736,Other
692737,Other
692738,Other
692739,Other
692744,Other
692745,Other
692753,Other
692754,Other
692756,Other
692758,Other
692759,Other
692760,Other
692761,Other
692763,Other
692765,Other
69294,Other
693021,Other
693025,Other
693029,Other
693035,Other
693037,Other
693038,Other
693043,Other
693049,Other
693050,Other
693086,Other
693088,Other
693089,Other
693090,Other
693092,Other
693117,Other
693118,Other
693119,Other
693120,Other
693122,Other
693126,Other
693129,Other
693130,Other
693131,Other
693132,Other
693133,Other
693135,Other
693136,Other
693141,Other
693142,Other
693144,Other
693145,Other
693146,Other
693147,Other
693167,Other
718192,Other
693172,Other
693177,Other
693178,Other
693179,Other
693180,Other
693184,Other
693185,Other
693207,Other
693208,Other
693210,Other
693211,Other
693215,Other
693216,Other
693218,Other
693224,Other
693225,Other
693226,Other
693234,Other
693236,Other
693246,Other
693247,Other
693248,Other
718388,Other
693321,Other
693322,Other
693323,Other
693324,Other
693325,Other
693326,Other
693327,Other
693328,Other
693330,Other
693331,Other
693332,Other
693333,Other
693334,Other
693335,Other
693404,Other
693405,Other
693406,Other
693407,Other
693409,Other
693413,Other
693414,Other
693416,Other
693421,Other
693422,Other
693428,Other
693433,Other
693438,Other
693440,Other
693442,Other
693443,Other
693536,Other
693537,Other
693538,Other
693539,Other
693543,Other
693544,Other
693545,Other
693546,Other
693547,Other
693561,Other
693562,Other
693563,Other
693568,Other
693569,Other
693570,Other
693571,Other
693572,Other
693573,Other
693576,Other
693592,Other
693619,Other
693620,Other
693622,Other
693623,Other
693624,Other
693625,Other
693626,Other
693627,Other
693628,Other
693629,Other
693630,Other
693631,Other
693632,Other
693633,Other
693634,Other
693635,Other
693636,Other
693637,Other
693638,Other
693639,Other
693700,Other
693702,Other
693714,Other
693718,Other
693720,Other
693765,Other
693766,Other
693767,Other
693769,Other
693773,Other
693774,Other
693776,Other
693804,Other
693806,Other
693813,Other
693815,Other
693816,Other
693817,Other
693852,Other
693853,Other
719211,Other
693857,Other
693858,Other
693859,Other
693861,Other
693867,Other
693869,Other
693870,Other
693871,Other
693872,Other
693882,Other
693883,Other
693884,Other
693885,Other
693923,Other
693925,Other
693983,Other
693984,Other
693985,Other
693986,Other
693987,Other
693988,Other
693990,Other
693991,Other
693992,Other
693993,Other
693995,Other
693996,Other
693997,Other
693998,Other
693999,Other
694000,Other
694001,Other
694002,Other
694071,Other
694072,Other
694073,Other
694074,Other
694075,Other
694076,Other
694082,Other
719487,Other
694095,Other
694104,Other
69413,Other
694160,Other
694168,Other
694171,Other
694173,Other
694176,Other
694177,Other
694178,Other
694212,Other
694214,Other
694220,Other
694226,Other
694230,Other
694234,Other
694253,Other
694254,Other
694256,Other
694259,Other
694261,Other
694262,Other
694264,Other
694265,Other
694266,Other
694268,Other
694269,Other
694316,Other
694341,Other
694342,Other
694454,Other
694456,Other
694470,Other
694472,Other
694475,Other
694477,Other
694478,Other
694480,Other
694482,Other
694483,Other
694484,Other
694485,Other
694486,Other
694488,Other
694489,Other
694490,Other
694491,Other
694493,Other
694494,Other
694497,Other
694498,Other
694500,Other
720176,Other
720177,Other
694520,Other
694527,Other
694535,Other
694536,Other
720187,Other
694564,Other
694565,Other
694569,Other
694610,Other
694611,Other
694612,Other
694614,Other
694616,Other
694619,Other
694620,Other
694621,Other
694623,Other
694624,Other
694628,Other
694631,Other
694667,Other
720207,Other
694675,Other
694679,Other
694680,Other
694681,Other
694684,Other
694687,Other
694688,Other
694689,Other
720248,Other
720250,Other
694693,Other
694698,Other
694766,Other
694859,Other
694909,Other
694947,Other
694950,Other
694955,Other
694956,Other
694957,Other
694978,Other
694980,Other
694981,Other
695020,Other
695040,Other
695041,Other
695044,Other
695046,Other
695053,Other
720308,Other
695057,Other
695059,Other
695061,Other
695062,Other
695063,Other
695065,Other
720329,Other
69509,Other
720338,Other
695163,Other
720341,Other
695172,Other
695174,Other
695175,Other
695176,Other
695177,Other
695180,Other
695214,Other
695215,Other
695228,Other
695251,Other
695264,Other
695265,Other
695267,Other
695301,Other
695302,Other
695304,Other
695306,Other
695313,Other
695315,Other
695317,Other
695323,Other
695325,Other
695329,Other
695331,Other
695333,Other
695368,Other
695369,Other
695394,Other
695395,Other
695399,Other
695400,Other
695404,Other
695405,Other
695408,Other
695409,Other
695416,Other
695417,Other
695418,Other
695571,Other
695572,Other
695583,Other
695585,Other
695586,Other
695587,Other
695588,Other
720495,Other
695591,Other
695592,Other
695605,Other
720531,Other
720538,Other
695638,Other
695643,Other
695645,Other
695646,Other
695649,Other
695650,Other
695651,Other
695652,Other
695655,Other
695659,Other
695672,Other
695673,Other
695674,Other
69573,Other
69575,Other
69577,Other
695782,Other
695787,Other
695788,Other
695794,Other
720592,Other
695799,Other
695801,Other
695804,Other
695835,Other
695840,Other
695847,Other
695858,Other
720622,Other
695913,Other
720628,Other
695915,Other
695930,Other
695934,Other
695935,Other
720642,Other
695937,Other
695938,Other
695939,Other
720674,Other
695941,Other
695943,Other
695944,Other
695945,Other
720702,Other
69600,Other
69603,Other
720706,Other
696044,Other
696049,Other
696051,Other
696052,Other
720715,Other
696073,Other
696074,Other
696075,Other
696077,Other
696078,Other
69608,Other
696085,Other
696122,Other
696124,Other
696125,Other
696126,Other
696127,Other
696128,Other
696129,Other
720795,Other
696136,Other
696154,Other
696227,Other
696236,Other
696237,Other
696242,Other
696244,Other
696248,Other
696251,Other
696252,Other
696253,Other
696254,Other
696255,Other
696257,Other
696259,Other
696266,Other
696364,Other
696464,Other
696468,Other
696469,Other
696470,Other
696558,Other
696559,Other
696562,Other
696563,Other
696565,Other
696566,Other
696567,Other
696570,Other
696592,Other
696640,Other
696641,Other
696642,Other
696643,Other
696645,Other
696646,Other
696648,Other
696649,Other
696652,Other
696656,Other
696660,Other
696661,Other
696662,Other
696819,Other
696843,Other
696844,Other
696847,Other
696849,Other
696853,Other
696857,Other
696858,Other
696859,Other
696860,Other
696861,Other
696862,Other
696863,Other
696864,Other
696867,Other
696881,Other
696884,Other
696885,Other
696890,Other
696891,Other
696893,Other
696899,Other
696905,Other
696906,Other
696907,Other
696911,Other
696916,Other
721276,Other
696923,Other
696990,Other
696991,Other
696992,Other
696993,Other
697034,Other
697037,Other
697040,Other
697045,Other
697047,Other
697066,Other
697103,Other
697113,Other
697120,Other
697121,Other
697123,Other
697124,Other
697125,Other
697127,Other
697128,Other
697129,Other
697130,Other
697131,Other
697132,Other
72151,Other
697134,Other
697135,Other
697138,Other
697140,Other
697141,Other
697142,Other
697145,Other
697146,Other
697150,Other
697151,Other
697152,Other
697153,Other
697155,Other
697157,Other
697165,Other
697166,Other
697167,Other
697168,Other
697169,Other
697177,Other
697187,Other
697189,Other
697192,Other
697193,Other
697194,Other
697196,Other
697219,Other
697222,Other
697234,Other
697235,Other
697241,Other
721965,Other
697264,Other
697265,Other
697268,Other
697270,Other
697274,Other
722054,Other
722061,Other
697386,Other
697387,Other
697388,Other
722115,Other
697393,Other
697394,Other
697443,Other
697444,Other
697452,Other
697453,Other
697461,Other
697466,Other
722216,Other
722218,Other
697469,Other
697471,Other
697472,Other
697473,Other
697487,Other
697488,Other
697493,Other
697494,Other
697497,Other
697504,Other
697524,Other
697525,Other
697529,Other
697530,Other
697535,Other
697536,Other
722339,Other
72234,Other
697540,Other
697568,Other
697569,Other
697576,Other
697581,Other
697583,Other
697584,Other
697585,Other
697593,Other
697646,Other
697653,Other
697658,Other
697665,Other
697670,Other
697672,Other
697677,Other
722501,Other
697679,Other
697685,Other
697686,Other
697696,Other
697712,Other
697714,Other
697715,Other
697716,Other
697717,Other
722558,Other
697730,Other
697747,Other
722565,Other
697764,Other
722567,Other
697768,Other
697769,Other
697770,Other
697776,Other
697777,Other
697782,Other
722650,Other
697784,Other
697785,Other
697786,Other
697796,Other
697855,Other
697856,Other
697859,Other
72274,Other
697862,Other
697865,Other
722779,Other
697872,Other
722782,Other
722804,Other
697884,Other
697886,Other
722825,Other
722843,Other
697923,Other
697927,Other
697929,Other
722859,Other
697938,Other
697939,Other
722867,Other
697942,Other
697946,Other
722871,Other
697989,Other
698026,Other
698027,Other
698028,Other
698029,Other
698031,Other
722916,Other
698034,Other
698035,Other
722948,Other
698045,Other
698046,Other
698048,Other
698051,Other
698052,Other
698057,Other
698058,Other
698064,Other
722985,Other
698067,Other
698068,Other
698069,Other
722992,Other
698078,Other
722996,Other
722997,Other
698090,Other
698092,Other
723118,Other
698095,Other
698104,Other
69811,Other
698126,Other
698131,Other
723134,Other
723148,Other
723153,Other
698163,Other
698181,Other
698187,Other
7233,Other
698206,Other
723322,Other
723324,Other
723328,Other
698244,Other
698246,Other
723382,Other
698248,Other
698249,Other
698250,Other
698252,Other
698253,Other
698259,Other
698260,Other
698261,Other
698262,Other
698263,Other
698266,Other
698269,Other
723416,Other
698276,Other
698278,Other
698280,Other
698281,Other
698282,Other
723429,Other
698287,Other
69830,Other
698363,Other
698367,Other
698369,Other
698374,Other
698379,Other
698380,Other
698382,Other
698388,Other
698389,Other
723488,Other
698394,Other
698395,Other
698397,Other
723517,Other
698400,Other
698408,Other
698409,Other
698451,Other
698452,Other
698453,Other
698458,Other
698459,Other
723531,Other
723532,Other
723533,Other
723548,Other
698573,Other
698574,Other
698575,Other
698578,Other
698581,Other
698601,Other
698610,Other
698611,Other
698614,Other
698666,Other
698672,Other
698673,Other
698674,Other
698675,Other
698678,Other
698680,Other
698684,Other
698685,Other
698686,Other
698687,Other
698688,Other
698690,Other
698691,Other
698692,Other
698792,Other
698793,Other
698925,Other
698931,Other
698945,Other
698952,Other
698954,Other
698955,Other
698959,Other
698960,Other
698964,Other
698968,Other
698972,Other
723909,Other
698978,Other
698980,Other
698982,Other
698983,Other
698984,Other
698985,Other
698986,Other
724010,Other
698990,Other
699002,Other
724058,Other
699004,Other
699006,Other
699007,Other
699008,Other
699009,Other
699010,Other
699011,Other
699019,Other
699022,Other
699026,Other
699028,Other
699029,Other
699031,Other
699034,Other
699069,Other
699071,Other
699081,Other
699083,Other
699086,Other
724258,Other
699092,Other
699095,Other
699100,Other
699103,Other
699105,Other
699106,Other
724294,Other
69911,Other
699111,Other
699112,Other
699121,Other
699122,Other
699123,Other
699139,Other
699142,Other
699144,Other
699145,Other
699148,Other
724384,Other
699150,Other
699151,Other
724392,Other
699165,Other
699167,Other
699168,Other
69917,Other
699170,Other
699177,Other
699184,Other
699186,Other
699188,Other
699191,Other
699192,Other
699221,Other
699222,Other
699226,Other
699227,Other
699228,Other
699229,Other
699230,Other
724599,Other
724600,Other
699243,Other
699245,Other
699246,Other
699247,Other
699332,Other
699382,Other
699383,Other
699384,Other
699385,Other
699391,Other
699397,Other
699400,Other
699405,Other
699410,Other
699411,Other
699412,Other
699413,Other
699415,Other
699417,Other
699418,Other
699425,Other
699426,Other
699427,Other
699431,Other
699433,Other
699447,Other
699448,Other
699449,Other
69945,Other
699450,Other
699452,Other
699471,Other
699474,Other
699475,Other
699476,Other
699477,Other
699478,Other
699479,Other
699483,Other
699490,Other
699491,Other
699499,Other
699666,Other
699667,Other
699668,Other
699669,Other
699670,Other
699671,Other
699680,Other
724828,Other
724854,Other
699703,Other
699704,Other
724864,Other
699710,Other
699714,Other
699724,Other
699725,Other
699726,Other
699727,Other
699735,Other
